repository,scope,path,line,method,declaration
core,application_or_library,CP6.WebApi/Controllers/Wms/PlateMoldController.cs,61,POST,"[HttpPost(""{no}/maintenance/start"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/PlateMoldController.cs,69,POST,"[HttpPost(""{no}/maintenance/complete"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/PlateMoldController.cs,77,POST,"[HttpPost(""{no}/discard"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/PlateMoldController.cs,85,GET,"[HttpGet(""warnings"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/PlateMoldController.cs,89,DELETE,"[HttpDelete(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/QcInspectionController.cs,19,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/QcInspectionController.cs,26,GET,"[HttpGet(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/QcInspectionController.cs,35,POST,"[HttpPost(""from-inbound/{inboundNo}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/QcInspectionController.cs,48,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/QcInspectionController.cs,61,PUT,"[HttpPut(""{no}/items"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/QcInspectionController.cs,74,POST,"[HttpPost(""{no}/judge"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/QcInspectionController.cs,87,POST,"[HttpPost(""{no}/cancel"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/RemnantController.cs,18,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/RemnantController.cs,22,GET,"[HttpGet(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/RemnantController.cs,30,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/RemnantController.cs,42,PUT,"[HttpPut(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/RemnantController.cs,50,GET,"[HttpGet(""match"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/RemnantController.cs,54,POST,"[HttpPost(""{no}/reserve"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/RemnantController.cs,62,POST,"[HttpPost(""{no}/unreserve"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/RemnantController.cs,70,POST,"[HttpPost(""{no}/use"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/RemnantController.cs,78,POST,"[HttpPost(""{no}/dispose"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/RemnantController.cs,86,DELETE,"[HttpDelete(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ReplenishController.cs,18,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/ReplenishController.cs,22,GET,"[HttpGet(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ReplenishController.cs,30,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/ReplenishController.cs,47,PUT,"[HttpPut(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ReplenishController.cs,74,POST,"[HttpPost(""generate-batch"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ReplenishController.cs,91,POST,"[HttpPost(""{no}/execute"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ReplenishController.cs,118,POST,"[HttpPost(""{no}/cancel"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ReportCenterController.cs,16,GET,"[HttpGet(""monthly-stock"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ReportCenterController.cs,23,GET,"[HttpGet(""monthly-stock/csv"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ReportCenterController.cs,30,GET,"[HttpGet(""abc-analysis"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ReportCenterController.cs,34,GET,"[HttpGet(""abc-analysis/csv"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ReportCenterController.cs,41,GET,"[HttpGet(""dead-stock"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ReportCenterController.cs,45,GET,"[HttpGet(""dead-stock/csv"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ReportCenterController.cs,52,GET,"[HttpGet(""inbound-history"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ReportCenterController.cs,56,GET,"[HttpGet(""inbound-history/csv"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ReportCenterController.cs,63,GET,"[HttpGet(""outbound-history"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ReportCenterController.cs,67,GET,"[HttpGet(""outbound-history/csv"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/RmaController.cs,19,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/RmaController.cs,26,GET,"[HttpGet(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/RmaController.cs,34,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/RmaController.cs,46,POST,"[HttpPost(""{no}/receive"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/RmaController.cs,58,POST,"[HttpPost(""{no}/start-inspection"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/RmaController.cs,70,POST,"[HttpPost(""{no}/judge"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/RmaController.cs,83,POST,"[HttpPost(""{no}/close"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/RmaController.cs,95,POST,"[HttpPost(""{no}/cancel"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/SampleStockController.cs,18,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/SampleStockController.cs,22,GET,"[HttpGet(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/SampleStockController.cs,30,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/SampleStockController.cs,42,PUT,"[HttpPut(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/SampleStockController.cs,50,POST,"[HttpPost(""{no}/lend"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/SampleStockController.cs,58,POST,"[HttpPost(""{no}/return"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/SampleStockController.cs,66,POST,"[HttpPost(""{no}/expire"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/SampleStockController.cs,74,GET,"[HttpGet(""overdue"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/SampleStockController.cs,78,DELETE,"[HttpDelete(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/SerialsController.cs,16,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/SerialsController.cs,29,POST,"[HttpPost(""enable-tracking"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/SerialsController.cs,37,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/ShippingController.cs,20,GET,"[HttpGet(""packages"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/ShippingController.cs,47,GET,"[HttpGet(""packages/{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/SlottingController.cs,18,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/SlottingController.cs,22,GET,"[HttpGet(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/SlottingController.cs,31,POST,"[HttpPost(""analyze"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/SlottingController.cs,48,POST,"[HttpPost(""{no}/approve"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/SlottingController.cs,74,POST,"[HttpPost(""{no}/cancel"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/StockController.cs,30,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/StockController.cs,63,GET,"[HttpGet(""{stockId:guid}/history"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/StockController.cs,83,POST,"[HttpPost(""apply"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/StockController.cs,104,POST,"[HttpPost(""move"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/StockController.cs,125,GET,"[HttpGet(""transactions"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/StockDwellController.cs,21,POST,"[HttpPost(""summary"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/StockQcController.cs,23,POST,"[HttpPost(""{stockId:guid}/set"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/StockQcController.cs,35,POST,"[HttpPost(""by-work-order/{workOrderNo}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/StockTakeController.cs,21,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/StockTakeController.cs,28,GET,"[HttpGet(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/StockTakeController.cs,37,POST,"[HttpPost(""plan"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/StockTakeController.cs,50,POST,"[HttpPost(""{no}/start-count"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/StockTakeController.cs,63,PUT,"[HttpPut(""{no}/counts"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/StockTakeController.cs,76,POST,"[HttpPost(""{no}/submit"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/StockTakeController.cs,89,POST,"[HttpPost(""{no}/approve"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/StockTakeController.cs,102,POST,"[HttpPost(""{no}/cancel"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/TaskAnalyticsController.cs,16,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/VmiController.cs,18,GET,"[HttpGet(""customers"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/VmiController.cs,22,GET,"[HttpGet(""customers/{customerCd}/details"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/VmiController.cs,26,GET,"[HttpGet(""billings"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/VmiController.cs,30,POST,"[HttpPost(""billings/calculate"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/VmiController.cs,42,POST,"[HttpPost(""billings/{no}/confirm"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WarehouseController.cs,25,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/WarehouseController.cs,36,GET,"[HttpGet(""{cd}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WarehouseController.cs,45,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/WarehouseController.cs,64,PUT,"[HttpPut(""{cd}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WarehouseController.cs,91,DELETE,"[HttpDelete(""{cd}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WarehouseController.cs,111,GET,"[HttpGet(""{cd}/tree"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WarehouseController.cs,121,POST,"[HttpPost(""location"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WarehouseController.cs,147,PUT,"[HttpPut(""location/{cd}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WarehouseController.cs,177,DELETE,"[HttpDelete(""location/{cd}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WcsTaskController.cs,18,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/WcsTaskController.cs,22,GET,"[HttpGet(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WcsTaskController.cs,30,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/WcsTaskController.cs,42,POST,"[HttpPost(""{no}/dispatch"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WcsTaskController.cs,50,POST,"[HttpPost(""{no}/start"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WcsTaskController.cs,58,POST,"[HttpPost(""{no}/complete"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WcsTaskController.cs,66,POST,"[HttpPost(""{no}/fail"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WcsTaskController.cs,74,DELETE,"[HttpDelete(""{no}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WmsDashboardController.cs,19,GET,"[HttpGet(""kpi"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WmsDashboardController.cs,27,GET,"[HttpGet(""trend"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WmsDashboardController.cs,35,GET,"[HttpGet(""warehouse-value"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WmsDashboardController.cs,43,GET,"[HttpGet(""alerts"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WmsFeatureFlagChangesController.cs,26,POST,[HttpPost]
core,application_or_library,CP6.WebApi/Controllers/Wms/WmsFeatureFlagChangesController.cs,58,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/WmsFeatureFlagChangesController.cs,65,POST,"[HttpPost(""{id:guid}/cancel"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WmsFeatureFlagsController.cs,17,GET,[HttpGet]
core,application_or_library,CP6.WebApi/Controllers/Wms/WmsFeatureFlagsController.cs,34,PUT,"[HttpPut(""{warehouseCd}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WmsRoleScopesController.cs,14,GET,"[HttpGet(""{roleId:int}"")]"
core,application_or_library,CP6.WebApi/Controllers/Wms/WmsRoleScopesController.cs,27,PUT,"[HttpPut(""{roleId:int}"")]"
core,application_or_library,CP6.WebApi/Program.cs,3078,GET,.MapGet(
core,reference,docs/file/CPX/Msbb.Api/Controllers/WeatherForecastController.cs,21,GET,"[HttpGet(Name = ""GetWeatherForecast"")]"
core,reference,docs/file/CPX/MsbbSolution/Controllers/WeatherForecastController.cs,21,GET,"[HttpGet(Name = ""GetWeatherForecast"")]"
core,reference,docs/superpowers/qa/sso/mock-idp/Program.cs,28,GET,".MapGet(""/.well-known/openid-configuration"""
core,reference,docs/superpowers/qa/sso/mock-idp/Program.cs,43,GET,".MapGet(""/.well-known/jwks.json"""
core,reference,docs/superpowers/qa/sso/mock-idp/Program.cs,65,GET,".MapGet(""/authorize"""
core,reference,docs/superpowers/qa/sso/mock-idp/Program.cs,100,GET,".MapGet(""/authorize/consent"""
core,reference,docs/superpowers/qa/sso/mock-idp/Program.cs,121,POST,".MapPost(""/token"""
core,reference,docs/superpowers/qa/sso/mock-idp/Program.cs,154,GET,".MapGet(""/"""
core,engineering,tools/CP6.Space.CadWorker.AutoCadCandidate/Program.cs,169,GET,".MapGet(""/health/live"""
core,engineering,tools/CP6.Space.CadWorker.AutoCadCandidate/Program.cs,183,POST,.MapPost(
platform,application_or_library,src/CP6.Platform.AspNetCore/Cp6OperationalEndpointRouteBuilderExtensions.cs,40,GET,.MapGet(profile.LivePath
platform,application_or_library,src/CP6.Platform.AspNetCore/Cp6OperationalEndpointRouteBuilderExtensions.cs,47,GET,.MapGet(profile.ReleasePath
